statement_id,applicant_id,month,inflow_inr,outflow_inr,closing_balance_inr,bounced_instruments,avg_daily_balance_inr
ASH-S-000692,ASH-A-00348,2025-07,6499280,6664455,894850,0,177376
ASH-S-000693,ASH-A-00122,2026-03,6316875,6759816,1887915,0,98255
ASH-S-000694,ASH-A-00337,2026-01,288835,2602616,2836171,0,1427448
ASH-S-000695,ASH-A-00046,2025-12,4819304,7397169,4585791,0,864479
ASH-S-000696,ASH-A-00121,2025-10,7084884,2277128,1228455,0,806387
ASH-S-000697,ASH-A-00309,2026-02,5112846,4483264,-276650,0,2137471
ASH-S-000698,ASH-A-00027,2026-01,8256913,774231,3791188,0,2352053
ASH-S-000699,ASH-A-00247,2025-03,2901719,748306,535531,0,398629
ASH-S-000700,ASH-A-00276,2026-07,4813649,3790545,211532,0,619262
ASH-S-000701,ASH-A-00199,2025-11,1762083,1674782,2362580,0,2331735
ASH-S-000702,ASH-A-00173,2026-04,869295,5813078,917421,0,1020696
ASH-S-000703,ASH-A-00095,2026-07,2081603,1929625,4532829,0,145679
ASH-S-000704,ASH-A-00151,2026-01,2746440,2521889,-298255,0,1982932
ASH-S-000705,ASH-A-00347,2025-02,8066773,8069561,1837043,0,1178180
ASH-S-000706,ASH-A-00151,2026-02,1031354,2368320,4923511,1,345243
ASH-S-000707,ASH-A-00227,2025-03,4933236,6609850,165964,0,2410378
ASH-S-000708,ASH-A-00173,2025-08,4648424,7126975,3626172,0,1722006
ASH-S-000709,ASH-A-00067,2025-12,3096576,4224057,2290699,0,2426833
ASH-S-000710,ASH-A-00192,2025-02,6175197,3953809,-335836,0,1622153
ASH-S-000711,ASH-A-00037,2026-03,5133412,335882,638336,0,2340036
ASH-S-000712,ASH-A-00229,2025-02,3705251,6573948,3886378,0,1396821
ASH-S-000713,ASH-A-00026,2025-12,4047879,756757,2873789,0,1830213
ASH-S-000714,ASH-A-00004,2025-11,818479,2228718,4003527,1,377966
ASH-S-000715,ASH-A-00331,2026-06,7276331,4522435,-382772,0,2475279
ASH-S-000716,ASH-A-00061,2025-02,3709844,794871,4519119,0,701677
ASH-S-000717,ASH-A-00030,2025-08,563393,2461866,2610470,0,1110133
ASH-S-000718,ASH-A-00173,2025-06,3435963,7778660,2662403,0,1547917
ASH-S-000719,ASH-A-00118,2025-05,3211852,6643768,-100531,0,2247435
ASH-S-000720,ASH-A-00220,2025-03,2312174,7835711,2476088,1,2077777
ASH-S-000721,ASH-A-00151,2026-07,5476907,4384991,1843062,2,2486886
ASH-S-000722,ASH-A-00070,2025-03,5432313,4855431,4221086,2,1190763
ASH-S-000723,ASH-A-00146,2025-10,3857038,1579394,593171,0,2363255
ASH-S-000724,ASH-A-00061,2026-04,6611196,5896135,4828535,0,896513
ASH-S-000725,ASH-A-00145,2025-09,5619355,6739628,2956986,0,714114
ASH-S-000726,ASH-A-00305,2026-07,6304257,2566651,584717,0,2086354
ASH-S-000727,ASH-A-00026,2025-10,6915058,6433432,-348736,0,1722906
ASH-S-000728,ASH-A-00052,2025-12,2421088,5254174,4094618,0,1887559
ASH-S-000729,ASH-A-00005,2025-09,7611455,2648109,3086631,1,1713327
ASH-S-000730,ASH-A-00008,2025-05,3380755,5987716,77541,0,1541616
ASH-S-000731,ASH-A-00013,2025-04,6362376,3399467,-413359,0,976365
ASH-S-000732,ASH-A-00347,2026-06,1592736,7159454,3719561,0,1335540
ASH-S-000733,ASH-A-00216,2025-03,5899361,7442607,4348968,0,550849
ASH-S-000734,ASH-A-00091,2025-08,5150445,1319185,1304803,0,1379009
ASH-S-000735,ASH-A-00157,2026-01,4531805,1009832,2698883,2,1542459
ASH-S-000736,ASH-A-00109,2025-04,5446594,7903990,4444959,0,1940365
ASH-S-000737,ASH-A-00063,2026-04,1421370,6734976,3196756,2,1269735
ASH-S-000738,ASH-A-00207,2026-05,3683881,7268921,2319060,0,526131
ASH-S-000739,ASH-A-00283,2025-08,3348340,5466778,4644176,0,2356990
ASH-S-000740,ASH-A-00235,2025-12,196024,6338962,3481802,0,789030
ASH-S-000741,ASH-A-00124,2026-07,8104017,8013202,294087,0,1034922
ASH-S-000742,ASH-A-00003,2026-06,1762110,3173995,925248,0,1519449
ASH-S-000743,ASH-A-00221,2026-02,4138333,3700888,1140930,1,612538
ASH-S-000744,ASH-A-00309,2026-02,3648537,2295755,1314403,0,1708158
ASH-S-000745,ASH-A-00148,2025-08,749715,3181288,4253249,1,1361237
ASH-S-000746,ASH-A-00122,2025-06,6703361,7780695,2704637,0,793628
ASH-S-000747,ASH-A-00132,2025-06,7450164,8002296,1536062,0,678797
ASH-S-000748,ASH-A-00114,2026-03,5753177,2420409,-57966,0,774877
ASH-S-000749,ASH-A-00011,2026-04,1655728,4277157,-448885,0,802299
ASH-S-000750,ASH-A-00116,2025-06,8741501,4739170,2010673,0,1255382
ASH-S-000751,ASH-A-00253,2026-07,1264506,2565690,4651178,0,2036987
ASH-S-000752,ASH-A-00169,2025-10,1491026,5567216,1804262,0,541995
ASH-S-000753,ASH-A-00199,2025-03,7505018,5489232,3210935,0,301252
ASH-S-000754,ASH-A-00103,2026-04,3790067,2145694,-202919,0,1659819
ASH-S-000755,ASH-A-00145,2025-08,3660997,2655862,1096062,0,1824019
ASH-S-000756,ASH-A-00320,2025-06,2232197,8327193,3319843,0,925800
ASH-S-000757,ASH-A-00104,2025-04,7028577,626565,2892237,0,1262996
ASH-S-000758,ASH-A-00244,2025-03,7511465,117864,1289255,0,229613
ASH-S-000759,ASH-A-00121,2025-11,659706,5681341,4703647,0,2121510
ASH-S-000760,ASH-A-00155,2025-05,4906200,1482948,-134643,0,1257852
ASH-S-000761,ASH-A-00027,2025-05,8402488,4594019,-294789,0,1831707
ASH-S-000762,ASH-A-00242,2025-11,8574968,2861870,3140556,0,587639
ASH-S-000763,ASH-A-00190,2026-04,120606,7269168,891347,0,177813
ASH-S-000764,ASH-A-00125,2025-12,3282942,6046616,4870833,0,1702569
ASH-S-000765,ASH-A-00134,2025-12,1270742,4803330,4362348,0,1331462
ASH-S-000766,ASH-A-00304,2026-02,3584186,1813004,3934881,1,2472369
ASH-S-000767,ASH-A-00292,2026-07,8206971,4720649,4567703,0,1090819
ASH-S-000768,ASH-A-00306,2026-03,7248054,636829,4493216,0,1331180
ASH-S-000769,ASH-A-00160,2025-02,4812779,3541895,748920,0,1840891
ASH-S-000770,ASH-A-00151,2025-07,2220084,2271036,1415892,2,1089026
ASH-S-000771,ASH-A-00195,2025-04,2273827,1751886,866579,0,2466703
ASH-S-000772,ASH-A-00273,2026-06,1332080,1810356,2314417,0,2368813
ASH-S-000773,ASH-A-00173,2025-08,4299097,333194,-415743,0,775261
ASH-S-000774,ASH-A-00230,2026-01,2820542,2366375,1169911,0,2237404
ASH-S-000775,ASH-A-00155,2026-02,5116037,2956166,4893333,0,1678039
ASH-S-000776,ASH-A-00236,2026-03,8329276,1137331,3856642,0,2217694
ASH-S-000777,ASH-A-00072,2025-05,3519824,7613962,3961229,0,2036179
ASH-S-000778,ASH-A-00029,2025-10,4947457,1190659,2804216,0,1622372
ASH-S-000779,ASH-A-00039,2025-07,4365200,6268876,2912271,0,2421533
ASH-S-000780,ASH-A-00306,2026-03,4626937,6626854,-244468,0,1371333
ASH-S-000781,ASH-A-00263,2026-01,7526110,4578767,4309436,0,1632443
ASH-S-000782,ASH-A-00098,2026-07,4130722,122198,4758448,1,1875517
ASH-S-000783,ASH-A-00078,2025-07,6706521,2062028,-24738,0,258948
ASH-S-000784,ASH-A-00293,2025-05,7079133,1463817,2772828,0,41075
ASH-S-000785,ASH-A-00050,2025-12,5493194,6038202,2223079,0,2134697
ASH-S-000786,ASH-A-00208,2025-09,5625607,8436230,3935048,1,1362552
ASH-S-000787,ASH-A-00167,2025-11,8360100,5966671,387821,2,732040
ASH-S-000788,ASH-A-00130,2026-02,7310198,4666976,-402010,0,1630741
ASH-S-000789,ASH-A-00268,2026-01,5743627,7021284,4003969,1,1231256
ASH-S-000790,ASH-A-00349,2025-03,6076400,1256066,3028950,0,1081032
ASH-S-000791,ASH-A-00166,2025-05,2662118,2998111,1703253,1,1100569
ASH-S-000792,ASH-A-00035,2026-03,8004037,5027836,-408575,0,856060
ASH-S-000793,ASH-A-00103,2026-03,6900540,7203748,-307490,0,988871
ASH-S-000794,ASH-A-00162,2026-02,782907,1125738,3346980,0,1038235
ASH-S-000795,ASH-A-00209,2025-07,844736,5064627,1796311,0,899866
ASH-S-000796,ASH-A-00262,2026-06,6978996,1079436,1004236,0,1405799
ASH-S-000797,ASH-A-00024,2026-04,3827003,569973,4656257,0,1175920
ASH-S-000798,ASH-A-00035,2025-07,4594997,263272,4447955,0,287719
ASH-S-000799,ASH-A-00310,2026-02,8213442,8230146,681870,0,1421951
ASH-S-000800,ASH-A-00078,2026-04,4588476,1897371,1309467,0,1143727
ASH-S-000801,ASH-A-00269,2025-02,5093436,5391349,-95688,0,1494521
ASH-S-000802,ASH-A-00193,2026-07,8336789,5078990,3823487,2,69394
ASH-S-000803,ASH-A-00293,2025-10,8439505,3797494,4356984,0,89014
ASH-S-000804,ASH-A-00172,2026-05,837615,2414779,3175526,0,1062664
ASH-S-000805,ASH-A-00138,2025-06,823148,3973592,305169,0,2234852
ASH-S-000806,ASH-A-00307,2025-05,5652108,4763772,4671447,0,83661
ASH-S-000807,ASH-A-00239,2025-07,5317492,2636390,-107166,0,2373579
ASH-S-000808,ASH-A-00225,2026-07,7794773,7964836,1946648,0,1940536
ASH-S-000809,ASH-A-00185,2026-05,6208711,1967213,2140088,0,1794092
ASH-S-000810,ASH-A-00136,2026-07,8849129,2727022,1240024,0,2199352
ASH-S-000811,ASH-A-00066,2026-05,5448709,6711021,3864285,0,1169530
ASH-S-000812,ASH-A-00054,2026-04,7131206,2730488,1602630,0,931837
ASH-S-000813,ASH-A-00086,2026-01,602240,6109771,4152293,0,1184199
ASH-S-000814,ASH-A-00084,2026-01,7126262,8122552,2003966,1,889910
ASH-S-000815,ASH-A-00050,2026-01,3309107,101739,2770798,0,2486130
ASH-S-000816,ASH-A-00109,2026-07,1530419,6293246,324039,2,2231433
ASH-S-000817,ASH-A-00046,2026-02,8479559,2569558,2023809,0,1610063
ASH-S-000818,ASH-A-00185,2025-10,5321357,7011127,4774907,0,108161
ASH-S-000819,ASH-A-00215,2025-06,4032151,2300052,3410170,0,933013
ASH-S-000820,ASH-A-00334,2026-02,2077279,7614947,4790143,0,2439640
ASH-S-000821,ASH-A-00013,2025-06,2953313,3885188,3505449,0,2414212
ASH-S-000822,ASH-A-00028,2025-03,7267582,5367613,1837847,1,2283953
ASH-S-000823,ASH-A-00321,2026-06,7596545,993296,4182098,0,1964610
ASH-S-000824,ASH-A-00228,2026-05,5498382,4413521,142246,0,1877178
ASH-S-000825,ASH-A-00215,2026-02,5347378,5325940,1248903,0,334613
ASH-S-000826,ASH-A-00278,2026-04,747591,7650566,1312706,0,288119
ASH-S-000827,ASH-A-00180,2026-05,1167196,5435513,3694916,0,2349693
ASH-S-000828,ASH-A-00297,2025-09,6280756,6613290,956335,0,2316565
ASH-S-000829,ASH-A-00107,2026-03,4502047,7497237,2997926,0,105857
ASH-S-000830,ASH-A-00079,2025-02,8116062,6747292,214994,0,1684148
ASH-S-000831,ASH-A-00348,2025-05,3106722,1981264,4848216,0,126842
ASH-S-000832,ASH-A-00323,2025-10,1560014,1733834,847602,1,2275009
ASH-S-000833,ASH-A-00267,2026-06,6572221,1709056,3834427,0,121370
ASH-S-000834,ASH-A-00332,2026-02,198159,6800917,2804980,0,163712
ASH-S-000835,ASH-A-00060,2025-03,7708291,2273840,1390847,0,625449
ASH-S-000836,ASH-A-00301,2026-04,2495558,6563221,4191242,0,978749
ASH-S-000837,ASH-A-00114,2025-09,8659547,7385920,2098359,0,1914723
ASH-S-000838,ASH-A-00023,2025-08,5384667,802202,3079281,0,1940393
ASH-S-000839,ASH-A-00261,2026-05,7021836,3839679,1152298,0,1881041
ASH-S-000840,ASH-A-00006,2026-02,7499877,4021530,401958,0,924443
ASH-S-000841,ASH-A-00051,2025-10,5604227,5768676,4852654,0,1345012
ASH-S-000842,ASH-A-00225,2026-07,629194,6057458,615171,0,2211160
ASH-S-000843,ASH-A-00244,2026-06,3815341,4654414,1900124,0,1315181
ASH-S-000844,ASH-A-00188,2026-03,3590407,1816081,190469,0,1304231
ASH-S-000845,ASH-A-00247,2025-03,1798032,2616585,1452718,2,1363519
ASH-S-000846,ASH-A-00025,2025-07,6800891,7508573,504882,0,1660642
ASH-S-000847,ASH-A-00273,2026-05,1332381,688717,4438707,0,1898838
ASH-S-000848,ASH-A-00316,2026-01,976520,2444438,1497170,0,1278999
ASH-S-000849,ASH-A-00321,2025-09,6072158,7212994,3848139,0,1738110
ASH-S-000850,ASH-A-00242,2026-04,5003181,475063,1495339,0,1785274
ASH-S-000851,ASH-A-00218,2025-09,443209,1173900,3173932,0,575025
ASH-S-000852,ASH-A-00313,2025-10,8129135,3727999,3732636,0,883726
ASH-S-000853,ASH-A-00060,2025-11,8438735,6201324,3350089,0,681788
ASH-S-000854,ASH-A-00307,2026-07,2551319,7428255,1508919,0,1660470
ASH-S-000855,ASH-A-00286,2025-07,713270,2353531,4289017,0,1400104
ASH-S-000856,ASH-A-00286,2025-11,5185303,2806051,1452273,0,1268651
ASH-S-000857,ASH-A-00046,2025-11,6335356,1217167,4163652,0,1076567
ASH-S-000858,ASH-A-00275,2025-08,7342193,6587363,-248959,1,879495
ASH-S-000859,ASH-A-00153,2025-09,6527495,7961107,1685807,0,523096
ASH-S-000860,ASH-A-00176,2026-06,6065046,4815257,240643,1,2052861
ASH-S-000861,ASH-A-00137,2026-05,2007778,7185196,83867,0,1422096
ASH-S-000862,ASH-A-00006,2025-06,2858052,1350546,3858559,0,1706551
ASH-S-000863,ASH-A-00289,2026-04,1284692,4869679,379481,0,1267669
ASH-S-000864,ASH-A-00140,2026-07,8124888,6546138,41351,0,1080157
ASH-S-000865,ASH-A-00287,2025-07,8248044,7605527,1964254,0,548806
ASH-S-000866,ASH-A-00302,2025-05,6875914,4902164,4892888,2,854239
ASH-S-000867,ASH-A-00014,2025-06,7206162,5896472,-201948,0,2464265
ASH-S-000868,ASH-A-00196,2025-07,2035804,3224310,3036440,0,1938036
ASH-S-000869,ASH-A-00063,2026-05,6414303,7030729,3021733,0,336985
ASH-S-000870,ASH-A-00000,2025-05,5338777,6672845,1567546,0,144518
ASH-S-000871,ASH-A-00068,2025-05,2322098,3754011,1803724,0,2292615
ASH-S-000872,ASH-A-00020,2025-04,3582357,7403691,3101541,0,1775701
ASH-S-000873,ASH-A-00249,2025-11,350874,1633490,3529161,1,312689
ASH-S-000874,ASH-A-00167,2025-06,5187472,4691823,2935687,0,1242142
ASH-S-000875,ASH-A-00013,2026-06,2834895,3604837,1607836,0,1479943
ASH-S-000876,ASH-A-00032,2026-01,5181036,6694598,2574063,0,1298363
ASH-S-000877,ASH-A-00071,2025-11,961584,1906226,4160257,0,2063599
ASH-S-000878,ASH-A-00065,2025-11,3740541,1175422,4311471,0,1506125
ASH-S-000879,ASH-A-00329,2025-11,5697936,6032940,4437604,0,776331
ASH-S-000880,ASH-A-00248,2026-07,7439688,6362010,1753756,0,1262547
ASH-S-000881,ASH-A-00311,2025-03,521673,3689446,4143376,0,760363
ASH-S-000882,ASH-A-00171,2025-11,1146122,3554463,1824035,0,1082978
ASH-S-000883,ASH-A-00281,2025-12,8151705,2420249,1064713,0,2257910
ASH-S-000884,ASH-A-00117,2026-04,93314,5104742,3482763,0,989056
ASH-S-000885,ASH-A-00033,2025-08,6139883,4690399,2720646,0,361029
ASH-S-000886,ASH-A-00191,2026-07,8170002,4965837,4417570,0,634183
ASH-S-000887,ASH-A-00183,2025-04,2000264,4434061,4485523,0,2178701
ASH-S-000888,ASH-A-00238,2026-05,5395276,3644557,82908,0,43878
ASH-S-000889,ASH-A-00148,2025-02,5486133,4848467,1595647,0,1836395
ASH-S-000890,ASH-A-00217,2025-04,8700683,3320134,-15743,0,1578568
ASH-S-000891,ASH-A-00257,2025-03,1082850,1736132,4045568,0,1030091
ASH-S-000892,ASH-A-00043,2025-10,3538294,1474449,2272711,0,282306
ASH-S-000893,ASH-A-00128,2025-08,7346785,8136234,4036736,0,445724
ASH-S-000894,ASH-A-00007,2026-02,1382184,7712215,366360,0,1710325
ASH-S-000895,ASH-A-00323,2026-03,5450110,7160867,2076584,0,1914807
ASH-S-000896,ASH-A-00027,2025-12,118580,2455583,3138761,0,840147
ASH-S-000897,ASH-A-00125,2025-04,6325951,4477071,1053287,0,832821
ASH-S-000898,ASH-A-00006,2025-12,637680,945733,1099260,0,786027
ASH-S-000899,ASH-A-00257,2026-01,5704404,5682669,-291734,0,589256
ASH-S-000900,ASH-A-00086,2025-09,1683506,1667888,1976623,0,124540
ASH-S-000901,ASH-A-00206,2025-12,8139768,675190,414838,0,1084138
ASH-S-000902,ASH-A-00163,2026-05,2456786,380332,350679,2,1695251
ASH-S-000903,ASH-A-00217,2025-08,3532862,2419707,629823,0,583068
ASH-S-000904,ASH-A-00142,2025-03,608602,5420590,1497056,1,2472501
ASH-S-000905,ASH-A-00066,2025-06,3034480,851742,2674238,0,125474
ASH-S-000906,ASH-A-00048,2026-07,857742,1327110,505225,0,1083850
ASH-S-000907,ASH-A-00273,2025-10,3587711,3811841,4380798,0,965566
ASH-S-000908,ASH-A-00328,2025-06,6180484,3105659,3887104,0,499658
ASH-S-000909,ASH-A-00109,2025-06,4161174,4324147,2364672,0,1736880
ASH-S-000910,ASH-A-00347,2025-09,5671117,2177962,1366790,0,2109657
ASH-S-000911,ASH-A-00204,2025-09,5078755,7487582,3141975,0,736716
ASH-S-000912,ASH-A-00135,2026-05,8669914,7275015,3152057,0,739253
ASH-S-000913,ASH-A-00027,2026-05,6062910,4212649,3218048,0,1996227
ASH-S-000914,ASH-A-00320,2025-08,4722723,6108575,1037693,0,983302
ASH-S-000915,ASH-A-00182,2025-12,1625435,5673796,1039511,2,1705690
ASH-S-000916,ASH-A-00189,2025-10,1192928,4548091,3643013,0,1646142
ASH-S-000917,ASH-A-00080,2025-11,4212031,1076341,4747485,1,1756881
ASH-S-000918,ASH-A-00153,2025-04,4552823,7991135,2649371,0,1705840
ASH-S-000919,ASH-A-00297,2025-11,2751838,4900958,3253834,0,1145796
ASH-S-000920,ASH-A-00201,2026-01,5411476,3974547,2385885,0,2445046
ASH-S-000921,ASH-A-00208,2025-05,5768883,4251647,842650,0,1638469
ASH-S-000922,ASH-A-00252,2026-05,2608906,5056426,416188,0,353078
ASH-S-000923,ASH-A-00080,2026-06,7758370,7078710,1198493,0,2304503
ASH-S-000924,ASH-A-00114,2025-10,4634233,3625200,1954336,0,1387927
ASH-S-000925,ASH-A-00256,2026-01,4213084,498459,3014149,0,1659604
ASH-S-000926,ASH-A-00275,2025-06,5046644,7951816,4501272,0,2301679
ASH-S-000927,ASH-A-00336,2025-04,7047251,1673657,2523632,1,2107542
ASH-S-000928,ASH-A-00042,2025-04,6684374,3360652,3424736,0,1036946
ASH-S-000929,ASH-A-00011,2026-02,3573339,8012128,647219,0,1987741
ASH-S-000930,ASH-A-00085,2025-02,1680862,4654770,4048856,0,2031543
ASH-S-000931,ASH-A-00283,2025-02,2427769,6546029,1857693,0,504192
ASH-S-000932,ASH-A-00067,2025-05,4869475,6741222,1198020,0,1259274
ASH-S-000933,ASH-A-00226,2025-12,3166060,5484321,4939213,0,614608
ASH-S-000934,ASH-A-00296,2026-06,2838975,6579633,2037538,0,1710620
ASH-S-000935,ASH-A-00105,2025-07,1906783,7777678,713454,0,2464000
ASH-S-000936,ASH-A-00301,2026-06,5122815,250390,1355493,0,2411899
ASH-S-000937,ASH-A-00134,2026-03,1420899,1902764,1072717,0,1617541
ASH-S-000938,ASH-A-00149,2026-04,7800280,1543629,4754475,0,117268
ASH-S-000939,ASH-A-00210,2026-07,3841391,3724996,2306803,0,475305
ASH-S-000940,ASH-A-00016,2025-04,6616896,1862479,974454,0,2405867
ASH-S-000941,ASH-A-00014,2025-05,6813570,4202269,4312099,0,2464092
ASH-S-000942,ASH-A-00017,2025-04,3346312,3858720,1493001,0,1150418
ASH-S-000943,ASH-A-00110,2026-02,7114050,8147141,1270658,1,1157695
ASH-S-000944,ASH-A-00273,2025-04,4801894,824881,4275737,0,1122758
ASH-S-000945,ASH-A-00045,2025-03,1273846,7344002,3690816,0,168113
ASH-S-000946,ASH-A-00037,2025-08,1609090,1800292,2909274,0,1196676
ASH-S-000947,ASH-A-00296,2026-06,1473146,478009,-51033,0,687588
ASH-S-000948,ASH-A-00019,2025-06,8965831,7059942,3047997,1,1705330
ASH-S-000949,ASH-A-00278,2025-03,1293893,723631,1617354,0,521679
ASH-S-000950,ASH-A-00102,2025-08,8501225,5581828,2086408,0,664044
ASH-S-000951,ASH-A-00030,2025-07,5436151,3373194,176521,0,2015109
ASH-S-000952,ASH-A-00289,2026-07,1693437,8208080,4513357,0,2289793
ASH-S-000953,ASH-A-00195,2025-03,1419450,5494567,3581165,0,372431
ASH-S-000954,ASH-A-00253,2025-05,3490441,2328809,370079,0,1307873
ASH-S-000955,ASH-A-00008,2025-05,5171131,7843461,-413861,0,2194202
ASH-S-000956,ASH-A-00284,2026-07,1560839,4914121,321883,0,2248154
ASH-S-000957,ASH-A-00235,2026-06,5097628,5380286,696868,1,324920
ASH-S-000958,ASH-A-00311,2025-07,7397211,8053284,3828831,0,1606202
ASH-S-000959,ASH-A-00150,2026-01,3226102,1263724,1553552,0,344248
ASH-S-000960,ASH-A-00019,2026-06,8457149,5121106,4706193,2,1599434
ASH-S-000961,ASH-A-00062,2026-05,4882780,2900705,1642987,0,508998
ASH-S-000962,ASH-A-00178,2025-09,883379,1337335,1542030,0,1417253
ASH-S-000963,ASH-A-00111,2025-10,942334,6954842,4556421,0,788236
ASH-S-000964,ASH-A-00198,2025-03,6900273,4309180,2438986,0,1365494
ASH-S-000965,ASH-A-00089,2026-07,8415728,5292610,179580,0,1533724
ASH-S-000966,ASH-A-00144,2026-02,1170595,7887320,4446845,0,1167280
ASH-S-000967,ASH-A-00266,2026-03,6101142,7205732,2825136,0,2135184
ASH-S-000968,ASH-A-00291,2026-05,3786182,1039022,-193095,0,2488192
ASH-S-000969,ASH-A-00321,2025-10,7339264,7633532,2468129,1,1695650
ASH-S-000970,ASH-A-00106,2025-11,6187941,5030144,771755,1,782722
ASH-S-000971,ASH-A-00229,2026-06,1529920,7705121,859145,0,568970
ASH-S-000972,ASH-A-00334,2025-11,6876343,6216539,-232817,0,43533
ASH-S-000973,ASH-A-00243,2025-02,798625,1452561,2016756,1,1161145
ASH-S-000974,ASH-A-00056,2025-07,165457,6403013,3821848,0,1775715
ASH-S-000975,ASH-A-00092,2025-08,759900,7527198,410733,1,24388
ASH-S-000976,ASH-A-00326,2025-12,6944868,1049763,1831226,2,430649
ASH-S-000977,ASH-A-00248,2025-05,2440866,189313,3507010,0,816036
ASH-S-000978,ASH-A-00256,2025-05,2122032,5951727,903399,0,609052
ASH-S-000979,ASH-A-00282,2025-06,3116362,2995832,4214623,0,65243
ASH-S-000980,ASH-A-00274,2025-09,7982781,5541823,854803,0,1511207
ASH-S-000981,ASH-A-00310,2026-05,5065521,596028,-439189,0,173635
ASH-S-000982,ASH-A-00283,2025-09,7669528,2003171,1464054,0,436895
ASH-S-000983,ASH-A-00059,2025-08,5902185,558304,2187534,0,1868061
ASH-S-000984,ASH-A-00074,2025-06,8982202,2262043,-385779,0,1841571
ASH-S-000985,ASH-A-00148,2025-05,6109466,8270351,4218466,2,1957672
ASH-S-000986,ASH-A-00268,2025-08,570073,2201204,4083618,0,315294
ASH-S-000987,ASH-A-00012,2025-09,1796756,4886778,2313445,0,333805
ASH-S-000988,ASH-A-00313,2025-10,2198084,1664018,1753158,0,2340649
ASH-S-000989,ASH-A-00209,2026-01,4909104,2222462,4168790,0,366526
ASH-S-000990,ASH-A-00328,2026-03,3825893,438709,2784025,0,1454320
ASH-S-000991,ASH-A-00254,2026-04,498381,3874207,3447843,0,494059
ASH-S-000992,ASH-A-00341,2025-05,1713209,3783176,4755677,0,1874925
ASH-S-000993,ASH-A-00128,2025-08,6832786,290532,2225433,0,2327560
ASH-S-000994,ASH-A-00165,2025-11,8350945,6302491,4519046,0,97475
ASH-S-000995,ASH-A-00278,2025-09,3210166,71118,3065681,0,1813237
ASH-S-000996,ASH-A-00290,2026-06,899381,5060236,2563910,1,2190291
ASH-S-000997,ASH-A-00311,2026-04,7279955,307844,2714704,0,213301
ASH-S-000998,ASH-A-00198,2025-10,7132782,7772448,1568238,0,1156590
ASH-S-000999,ASH-A-00190,2026-01,805300,1452414,2897668,0,1872939
ASH-S-001000,ASH-A-00212,2025-04,3815794,7077149,4248784,0,2475184
ASH-S-001001,ASH-A-00282,2025-03,2429035,6061450,1395091,0,2157602
ASH-S-001002,ASH-A-00143,2025-07,8114787,6745188,4717090,0,1678366
ASH-S-001003,ASH-A-00151,2025-09,5134874,7774700,3735052,1,766442
ASH-S-001004,ASH-A-00165,2025-02,8997153,4790909,1095061,0,600719
ASH-S-001005,ASH-A-00128,2025-06,3646699,5118020,3847347,0,143839
ASH-S-001006,ASH-A-00140,2025-04,7703050,2174248,2132132,0,1398289
ASH-S-001007,ASH-A-00175,2025-08,6762705,1872146,2298344,0,1332570
ASH-S-001008,ASH-A-00234,2025-09,563087,6505348,1010600,0,2371810
ASH-S-001009,ASH-A-00193,2025-02,2800451,4716523,930280,0,267673
ASH-S-001010,ASH-A-00122,2025-07,3798220,2482611,4755824,0,1231031
ASH-S-001011,ASH-A-00183,2025-06,3808587,1445242,2252461,0,594264
ASH-S-001012,ASH-A-00268,2025-12,3877687,833264,1894902,0,596453
ASH-S-001013,ASH-A-00309,2026-01,6661869,3144004,4727756,0,1866490
ASH-S-001014,ASH-A-00080,2025-04,8223206,5017512,866795,0,559545
ASH-S-001015,ASH-A-00013,2025-09,1539833,6892871,3442404,0,751693
ASH-S-001016,ASH-A-00061,2025-11,4118912,3014349,2956783,0,890451
ASH-S-001017,ASH-A-00243,2025-02,6727386,3772643,608658,0,148483
ASH-S-001018,ASH-A-00110,2025-05,3949297,2692201,3745240,0,2239854
ASH-S-001019,ASH-A-00183,2025-02,3182888,2597113,-71815,0,2463830
ASH-S-001020,ASH-A-00024,2025-04,4095786,4145564,1325418,0,956624
ASH-S-001021,ASH-A-00250,2026-05,8254087,1481913,4614226,0,253835
ASH-S-001022,ASH-A-00330,2025-02,3163771,5790956,3159508,0,623311
ASH-S-001023,ASH-A-00094,2025-10,6397845,4770588,3679119,0,1555459
ASH-S-001024,ASH-A-00181,2026-05,5265910,101227,3320654,0,608218
ASH-S-001025,ASH-A-00116,2025-02,4872490,5833521,1371965,0,992863
ASH-S-001026,ASH-A-00042,2025-12,7943868,7869344,4033498,0,1204805
ASH-S-001027,ASH-A-00169,2025-11,4939106,7460298,1965414,0,1872010
ASH-S-001028,ASH-A-00006,2025-05,5041162,5978058,1192587,0,447927
ASH-S-001029,ASH-A-00041,2026-07,7652560,8431046,3139554,2,1805208
ASH-S-001030,ASH-A-00174,2025-03,5861442,3026130,3500458,0,1763598
ASH-S-001031,ASH-A-00034,2025-05,524641,2746384,4195395,0,1357009
ASH-S-001032,ASH-A-00244,2026-04,1001808,6884626,172259,0,261130
ASH-S-001033,ASH-A-00079,2025-05,4205626,1221779,505271,0,2304680
ASH-S-001034,ASH-A-00348,2026-01,483331,6542414,4828108,0,1803392
ASH-S-001035,ASH-A-00104,2025-10,4208444,2333032,818094,0,2049666
ASH-S-001036,ASH-A-00063,2026-04,6048255,2665709,150727,1,1597757
ASH-S-001037,ASH-A-00325,2026-03,4852847,6227879,3023597,0,2098680
